Id2,Aggregate travel time to work (in minutes),Less than 10 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 44 minutes,45 to 59 minutes,60 or more minutes
250250002013,23000,145,1570,1475,2295,1575,6030,2755,1755,5400
250250003022,24210,375,815,1065,2560,1100,5790,4945,2940,4620
250250004021,22430,260,390,1245,1520,750,3690,1710,2715,10150
250250005022,13655,165,855,690,1140,2150,2460,1215,2770,2205
250250007015,50525,-,670,1245,1440,1050,6240,9620,10450,19810
250250007032,18330,185,400,645,1080,425,3480,3960,2340,5815
250250008024,27755,-,1250,2760,3740,1475,6660,5240,3270,3360
250250008025,24195,260,1010,2250,1860,1875,4680,1915,7465,2880
250250101033,12090,800,955,1405,840,425,1800,520,900,4450
250250102042,12725,950,1400,1050,1840,575,3240,490,1650,1530
250250103002,25725,3930,3780,2700,2480,1270,3210,2270,2150,3930
250250104041,25630,325,1320,2190,2680,1075,5790,2040,2115,8100
250250104051,29435,1710,1760,2175,3600,1225,4560,2455,4860,7090
250250104052,20745,1210,1730,2075,1160,1125,3660,3695,2005,4085
250250104081,27510,195,1380,2640,3280,850,6270,4145,3090,5660
250250107011,18750,585,900,1245,2100,875,1890,2450,4500,4200
250250107022,10350,320,870,1620,2580,1150,2640,-,1170,-
250250108022,22510,570,1955,1305,3250,1275,6660,2890,2295,2310
250250203012,29805,1100,970,2430,5160,3625,6900,3815,3945,1860
250250203031,16100,360,270,1360,4205,2150,2610,2020,-,3120
250250301001,30835,320,1630,2905,3870,2100,3810,3795,4025,8380
250250302001,30075,575,890,5375,3320,3500,5220,2480,3115,5600
250250304001,28695,230,1305,1250,5660,2375,7230,1215,6210,3220
250250304002,21090,770,880,1515,3240,5425,5430,1220,1350,1260
250250401002,26665,205,1515,2025,3360,1250,6150,5485,2115,4560
250250402002,14700,210,515,905,1880,950,2910,2585,1890,2860
250250406002,36570,160,1070,2715,5180,4075,10110,3835,4155,5275
250250408013,46965,390,1140,1785,4600,1475,13470,5920,4840,13345
250250504002,41470,245,570,3795,2300,3275,7470,7680,2710,13425
250250505001,45460,265,640,3735,3140,2920,11040,4025,8235,11460
250250506002,24660,355,670,1305,2820,1450,6840,1020,4080,6120
250250510001,29600,565,1290,2550,4240,1200,8640,3825,4050,3240
250250512002,30240,245,800,825,2200,2275,3750,4485,4430,11230
250250601011,20795,165,560,1270,2200,3390,5820,1680,3970,1740
250250606001,64040,1130,2720,6515,8235,5375,9150,6150,9245,15520
250250607001,7230,45,445,555,780,950,1980,1240,-,1230
250250611012,13055,125,695,605,1235,-,3660,1540,2615,2580
250250612001,52165,900,2855,5235,5790,2875,11010,7445,4440,11615
250250701011,17140,895,340,630,3400,2150,4380,1960,3385,-
250250702002,11330,450,550,540,240,-,2160,1725,2065,3600
250250704021,25490,210,1105,2850,1750,1300,4860,2675,3335,7400
250250705003,29965,675,1400,2550,1880,2125,5580,3145,5415,7200
250250707002,26660,570,445,1880,3100,2300,3720,4295,1755,8590
250250709001,35170,425,1185,3435,4340,2500,7020,5325,5195,5740
250250712011,26085,400,1525,3150,3280,3425,3840,1990,3725,4750
250250806011,23055,910,1430,2565,1990,1525,3300,4600,3735,3000
250250907003,22065,-,1060,405,740,1950,4560,2765,7745,2840
250250914002,14720,130,360,1325,1080,550,3990,1500,1290,4500
250250920002,24840,-,265,750,1380,2025,7320,2360,2250,8490
250251006031,28370,260,1150,1305,2900,1345,4270,3790,3780,9570
250251010015,16690,-,-,855,1840,-,-,-,3315,10680
250251010023,58810,-,740,1620,2275,2500,1170,7905,9720,32880
250251102011,41130,220,590,1035,4460,1050,8340,5270,5795,14370
250251104012,36540,320,540,2070,4980,2725,6630,6220,6210,6845
250251105012,29655,-,1125,600,1800,1275,4140,4790,8140,7785
250251105022,45045,350,650,2310,3360,3550,7350,4770,8290,14415
250251201031,26615,505,500,1260,3820,1000,3960,5385,6600,3585
250251201043,19295,165,420,1185,1240,1075,2760,5790,3690,2970
250251202011,27355,200,780,345,1880,1975,3300,3955,6800,8120
250251202012,39640,190,1645,555,2500,2860,7530,6390,10510,7460
250251203014,22160,195,475,825,2120,1470,7230,1840,5240,2760
250251205001,13800,-,300,555,2460,1250,2700,800,4715,1020
250251304041,32420,240,625,1690,3040,2025,3420,2245,5935,13200
250251401024,24140,200,570,765,3840,925,3420,3200,5330,5885
250251401051,59120,235,300,1890,3520,1550,17850,6395,7920,19455
250251401061,27880,165,555,515,2800,975,1770,3975,5125,12005
250251401071,39685,170,510,990,3420,2600,7495,2185,8555,13760
250251402011,22285,130,230,900,2200,775,2490,895,2815,11850
250251402012,27185,460,330,1800,1640,1140,4020,1130,7140,9525
250251602001,30885,655,1785,3220,940,-,2970,-,4095,17220
250251603001,26450,255,900,540,2700,550,5610,5055,4015,6825
250251604001,23685,675,690,1340,2580,1050,4080,3285,4890,5100
250251604002,38925,275,460,1755,765,1150,4110,2205,2375,25835
250251605011,31300,485,910,1575,3580,1500,4050,5220,2700,11280
250251605021,27960,180,1180,2275,4340,900,6240,2320,5680,4845
250251606011,36335,270,1080,2150,3760,2350,2580,9540,4675,9925
250251606012,39600,485,1120,975,2520,1325,3630,7450,6380,15715
250251702002,25675,440,1400,1050,1360,-,5250,2720,7425,6030
250251704004,42955,165,2820,3870,1560,1450,8550,3760,6120,14660
250251706012,27985,755,1190,1800,2400,1450,2790,3520,2700,11380
250251707012,24790,235,380,-,1860,400,2820,3855,7215,8025
250251801013,36300,425,900,1260,3560,1425,6450,3910,10020,8350
250251804002,23725,335,540,345,2300,550,2550,5140,3105,8860
250251805001,26305,420,610,390,1040,1650,5160,2140,8055,6840
250251805003,21985,390,785,405,1600,700,2040,3160,2155,10750
250259807001,-,-,-,-,-,-,-,-,-,-
250259810001,-,-,-,-,-,-,-,-,-,-
250259811001,-,-,-,-,-,-,-,-,-,-
250259811002,-,-,-,-,-,-,-,-,-,-
250259811003,-,-,-,-,-,-,-,-,-,-
250259812011,-,-,-,-,-,-,-,-,-,-
250259813001,-,-,-,-,-,-,-,-,-,-
250259815011,-,-,-,-,-,-,-,-,-,-
250259816001,-,-,-,-,-,-,-,-,-,-
250259817001,-,-,-,-,-,-,-,-,-,-
250173001001,30250,470,355,1600,3180,1575,3630,3870,3930,11635
250173001002,27865,140,210,1075,1880,950,3375,760,4205,15270
250173011011,32125,395,590,960,1590,2375,3300,1780,6715,14420
250173011021,30155,515,600,495,960,725,3510,5505,4290,13550
250173011022,44065,95,1160,1665,4130,1050,4740,6145,10090,14990
250173011023,28180,320,375,1320,1895,975,2940,3190,8980,8185
250173111002,17135,755,220,1780,2380,400,3750,1155,1845,4845
250173113003,21425,370,595,1655,4640,625,3360,-,2300,7880
250173116001,22855,375,1630,1920,5760,1575,2460,835,2790,5510
250173116002,22995,605,460,1140,1260,1775,2550,4755,3950,6500
250173124002,19785,395,1425,3535,2665,860,2610,560,1755,5975
250173125011,28405,235,1705,4230,1840,1100,3000,1200,3600,11495
250173125021,23640,400,2080,2595,4140,2025,2670,880,4810,4040
250173131011,30445,790,1240,3455,7600,1550,3090,3865,5015,3840
250173131012,42720,815,860,3135,2620,2350,5400,6020,12650,8865
250173131023,42120,585,890,2430,6760,1875,9150,5315,6190,8925
250173131024,25225,700,1085,1395,2220,1100,4110,2815,4360,7440
250173141011,28140,245,700,1245,900,1125,4170,4185,6790,8780
250173141013,60300,975,2690,2880,5690,1100,8985,12270,10950,14755
250173142002,35795,1075,950,1485,2260,3125,5400,3415,3015,15070
250173143013,35215,295,700,3225,5060,6520,7620,3085,2565,6150
250173143022,33385,265,790,1040,3560,1825,3900,5595,2115,14295
250173151001,39625,545,1340,3765,3520,1810,5190,5590,8620,9245
250173151002,49605,1020,2080,4725,4920,2900,7920,8435,8995,8610
250173152002,46545,290,830,4190,4380,1950,6740,8445,5570,14150
250173154011,27335,435,765,2235,1400,1125,7410,2100,2555,9310
250173154012,21035,315,390,1305,2900,1550,4770,3385,2970,3450
250173154021,16190,175,330,1545,1220,875,2130,1215,1260,7440
250173154022,34385,495,1380,1805,2380,1425,5700,4080,3735,13385
250173155005,25265,215,480,1365,2460,1525,3270,3175,2055,10720
250173161011,26295,170,1585,3180,1600,1150,2610,1560,8220,6220
250173161013,30720,350,1910,710,4400,2550,4055,1460,6055,9230
250173162012,29915,335,1345,2915,3560,2725,3630,3050,7060,5295
250173162022,31195,370,1025,2240,1540,800,7620,3940,6885,6775
250173163001,67350,1160,1270,2055,9980,3150,15840,3385,6660,23850
250173163005,36955,700,1030,3510,1820,1475,5130,8115,3965,11210
250173164001,17670,370,530,1350,1280,850,1200,1665,2615,7810
250173164004,24335,175,805,1775,4520,1425,3270,2340,7485,2545
250173164006,-,-,-,-,-,-,-,-,-,-
250173171014,35940,805,2070,1650,6120,1650,8160,1960,4590,8935
250173171021,23260,1000,750,1620,2000,800,3120,2860,5305,5805
250173171023,22570,745,700,480,3560,1375,3590,2685,3060,6375
250173171031,31005,525,1920,2455,1400,2150,6930,2840,3925,8860
250173171032,22935,335,800,2385,2580,1175,2880,2955,3855,5970
250173172011,21965,225,660,1950,1760,1650,2460,770,2290,10200
250173172012,26045,140,540,1995,1320,1500,720,1940,7545,10345
250173172021,26560,160,780,1900,2380,875,2640,1895,4125,11800
250173172022,26875,770,1410,1770,2840,1325,4680,2415,7875,3790
250173172032,35570,430,1190,3885,3045,1200,5340,8095,3985,8400
250173173011,24065,495,1490,2115,2320,750,2960,3720,2845,7370
250173173021,21985,230,810,570,3390,2000,2790,2340,2070,7790
250173173022,38585,795,870,1475,3740,1775,8670,5375,4995,10890
250173181001,39980,180,810,3210,4350,3700,13350,3190,7240,3950
250173181002,22730,440,655,1440,1660,1135,2110,3985,5990,5310
250173181004,33375,175,980,2025,1500,1525,4020,1725,4880,16545
250173182001,54000,550,1585,2865,3470,6000,7235,6615,10640,15035
250173183004,35025,350,2340,4680,4740,1270,2670,2750,4660,11560
250173184001,45935,625,1410,2405,1780,1775,7320,3515,8515,18590
250173201023,42950,245,1605,2160,2440,855,4140,3050,11110,17345
250173201031,51295,135,1430,1765,2920,2350,7380,6120,7200,22000
250173201041,64055,635,1140,2535,3640,5675,2760,4235,8180,35250
250173211001,46705,1375,1350,4710,1500,1750,7470,5405,11090,12050
250173214001,29570,1045,1720,1170,4625,2275,2820,1470,3645,10800
250173215001,64300,780,3720,1295,2580,3575,6780,5390,14490,25690
250173216001,72735,1465,3610,5055,5480,3475,9240,8800,9490,26120
250173221001,22775,140,760,1075,1240,650,3955,3630,3420,7900
250173221002,14640,130,640,825,820,825,3900,1920,1475,4105
250173221004,24395,125,690,1725,1060,1050,3540,1500,6260,8445
250173222001,24170,490,1400,1735,1860,1950,2010,2035,3500,9190
250173222002,40230,565,805,1740,3565,1750,4770,1990,8185,16860
250173223001,26175,430,850,3360,2940,1225,3450,1760,6430,5730
250173223002,45490,1470,2330,5010,7080,2525,5970,2160,7850,11095
250173224001,25895,510,1665,1075,2720,1275,4410,2765,3205,8270
250173224003,18780,440,-,915,1260,1575,3660,3010,3585,4335
250173231001,32180,525,940,1515,2100,1625,3060,3325,13275,5815
250173231004,41715,795,1650,2400,1480,3475,3360,7365,7910,13280
250173241011,31825,240,660,1380,2240,-,4350,3175,4555,15225
250173241013,26410,420,1340,1035,1835,2250,3300,3570,3020,9640
250173241022,36995,510,1490,2500,2680,975,5400,5110,8440,9890
250173251001,53210,-,710,5090,1540,-,5550,8625,17065,14630
250173261012,52940,720,890,2040,3130,3650,5280,7675,11060,18495
250173271011,42165,395,430,1175,2140,1425,2130,8000,5780,20685
250173271023,33805,375,1010,1515,1420,1225,3780,1975,6455,16050
250173281001,38025,425,1345,2300,3840,2075,3600,4575,7385,12480
250173281002,17725,-,195,600,2020,1620,2190,3635,2175,5295
250173302001,45025,260,460,2255,4640,1250,2970,2770,10530,19890
250173302004,20375,800,-,2510,1920,-,3150,2400,1990,7605
250173311011,24425,445,670,615,3320,2400,3000,2680,6365,4935
250173311012,28780,290,1280,2295,3580,1800,6360,3540,3845,5790
250173311023,41875,855,2990,2535,1320,2400,8160,1595,3775,18240
250173312001,48700,735,1400,3755,7060,1435,4650,6075,8105,15485
250173312002,47650,515,1310,1580,5940,4850,5010,7965,8415,12070
250173313003,44455,325,670,1275,3440,-,5910,2920,10905,19010
250173322001,46020,985,3540,4425,3760,1600,9540,3170,13125,5880
250173324001,28720,1345,1030,2300,1980,1025,3690,4525,4635,8195
250173324002,17870,530,990,1280,2020,575,2790,2145,4285,3255
250173331005,29970,640,1870,2670,1480,1100,5100,2730,3990,10390
250173332001,19980,1215,830,3690,1460,1025,3060,2265,2835,3600
250173332004,20040,160,1110,1620,1920,-,3060,4820,4680,2670
250173335012,32390,825,2370,1470,5720,1200,5705,2335,2975,9795
250173335013,29980,1015,2160,2625,2080,1225,3660,1000,3645,12570
250173335021,16605,745,825,2070,860,1125,3060,4000,1610,2310
250173335022,20610,875,2600,1395,3800,1750,4410,910,2080,2790
250173341003,58750,345,1810,2040,5200,3995,6780,5455,12990,20130
250173342002,13920,230,1040,750,1160,575,870,915,3190,5190
250173343001,28295,600,820,1830,1680,3225,4620,3480,4370,7670
250173352004,30300,360,575,1410,2900,1850,4680,2835,2395,13295
250173353011,34025,205,1910,2460,2660,1250,3870,2350,6980,12345
250173353012,28360,265,730,1680,2440,1875,4020,2610,3595,11145
250173353022,52805,925,2085,3715,2600,875,7110,4600,12055,18845
250173354001,10005,445,-,435,500,-,1200,885,3540,3000
250173354002,36440,315,830,2030,4480,1225,4860,6610,6030,10060
250173361003,24125,285,1310,1125,4060,1750,2430,1840,5310,6015
250173371011,23680,665,550,1905,2600,1200,2670,3145,6020,4920
250173371023,34460,710,1490,4250,3105,3875,6420,1180,2855,10580
250173372011,25400,260,820,2175,2300,2325,3090,3240,3340,7850
250173373003,18695,225,-,1110,2160,-,1440,3405,5575,4780
250173373004,33590,320,2150,1590,2860,1700,6720,5125,6255,6870
250173381002,30120,475,540,1185,2440,1700,6870,2160,6670,8080
250173382001,51490,375,1210,2035,3630,2265,4680,8315,11200,17775
250173384001,30110,220,270,1605,1180,1975,3900,3255,6045,11660
250173384004,20595,170,830,405,2300,2050,5790,1405,3450,4200
250173385002,27470,530,865,1620,1780,2550,3240,5695,6000,5190
250173391002,24475,-,760,1965,2380,1775,5520,2945,5080,4050
250173394003,19875,210,470,1665,1200,950,1560,2225,5275,6320
250173395001,44110,1520,2115,2760,1480,1700,7290,4255,9525,13465
250173397003,24955,300,150,1455,1060,-,6960,2270,1215,11545
250173398021,26320,100,620,840,1200,825,2400,3015,5475,11845
250173398022,36110,265,570,1740,2860,1300,6780,6640,11230,4730
250173415005,16900,160,550,480,960,475,2130,1260,1555,9330
250173422021,36905,555,860,1020,1600,1100,2640,7920,9820,11390
250173423003,31480,415,1470,1860,860,1975,11340,3420,2430,7710
250173426003,65160,1055,1420,1800,2500,2600,8250,7780,11000,28755
250173501031,-,-,-,-,-,-,-,-,-,-
250173501042,27990,-,1605,1935,3900,-,7020,4955,8575,-
250173503001,19105,200,420,765,1080,900,5070,3025,2350,5295
250173505001,10645,155,420,790,1080,1300,2280,1980,1365,1275
250173505002,19775,130,-,405,1020,2300,3240,4440,4640,3600
250173506004,27965,-,260,1620,2160,1275,5190,7485,8175,1800
250173507003,19130,320,530,1260,1140,925,5520,2400,2720,4315
250173509001,28265,225,820,1035,620,725,6720,6565,6390,5165
250173509002,25240,235,520,810,1720,1825,6660,5055,2520,5895
250173510004,62070,305,1810,870,3110,3225,11120,18680,13950,9000
250173511001,36610,-,850,1590,5000,2000,3480,2345,9825,11520
250173512031,22505,225,940,2200,2360,1075,2130,2660,3650,7260
250173512034,32150,495,1490,4005,2180,2400,4200,4755,2655,9965
250173512041,22505,375,1035,3705,1560,600,4470,2225,5245,3290
250173512042,29435,420,1100,2910,3500,2175,4410,6690,6330,1900
250173512043,19115,150,1295,795,2100,1125,3720,1510,6260,2160
250173513001,43115,230,1590,2055,6580,2300,11280,9695,3690,5695
250173514031,17630,215,530,990,1860,-,2610,2470,2445,6510
250173515002,34665,165,1520,2325,7180,2300,5010,4310,3600,8255
250173523001,36775,1020,1585,2895,5420,2025,8490,4370,5950,5020
250173523002,18525,1380,1140,1045,2060,950,2940,4220,2030,2760
250173524002,22530,330,790,1725,3120,2285,5730,3515,3060,1975
250173525001,17685,200,1250,2325,1060,-,5970,2060,-,4820
250173525002,32205,380,1375,1980,2880,2225,8900,7395,2520,4555
250173526001,27695,435,970,2270,2780,925,5700,2460,6655,5500
250173527003,6060,-,-,1470,740,-,1080,745,2025,-
250173528002,35120,110,1160,3055,3340,700,9990,6515,5740,4510
250173529002,30590,660,920,2880,4520,3900,6510,3830,4950,2415
250173530004,34560,160,665,2370,2185,4600,8850,9955,2835,2940
250173531011,18005,620,1115,1600,1180,2935,3300,3110,1380,2760
250173531012,15175,810,1520,2045,1400,1875,3030,3355,-,1140
250173532001,38605,1065,3080,8415,5820,5535,5950,4380,2125,2240
250173533001,19390,245,530,1995,1060,1500,7890,2870,-,3300
250173533002,29475,105,860,2875,3120,875,6360,2695,3670,8920
250173534002,27420,135,1085,1990,2460,1075,7290,4020,5820,3540
250173536004,13110,195,420,390,760,900,3300,2740,1675,2730
250173536005,15565,1195,2500,1830,840,1450,2730,980,1875,2170
250173537002,19195,430,570,570,870,1800,3630,3510,4325,3490
250173541003,20965,205,420,1350,1340,975,6570,2665,3510,3930
250173542001,15570,150,800,1455,2300,850,4560,1630,2340,1485
250173542002,15410,265,365,1405,740,1925,3120,-,2560,5030
250173544001,14740,275,220,685,1120,425,2370,1530,5250,2870
250173547001,18830,230,285,1395,1915,2375,3270,3585,2655,3120
250173548001,18425,165,370,870,2180,2625,1920,3925,3730,2640
250173548002,23495,405,570,1145,1775,2150,3530,4715,5120,4085
250173561002,24850,-,390,1950,2040,1475,6030,3830,4275,4860
250173565003,33565,460,2310,1155,1600,1975,3780,4470,9850,7965
250173566021,30475,285,465,1975,2480,1300,2550,3675,8140,9605
250173567027,14450,-,690,-,940,1425,3030,-,4255,4110
250173571004,11205,175,330,495,1360,1550,1260,1140,3285,1610
250173575002,10075,125,210,390,1020,500,3160,2245,1330,1095
250173575003,13235,145,430,240,1540,550,3570,1985,2875,1900
250173576002,21935,375,1080,740,1820,1725,5310,1815,6070,3000
250173578002,12185,270,620,645,1190,750,1500,2590,2520,2100
250173581002,22415,145,430,1255,1540,1075,3330,5420,3850,5370
250173581003,26080,440,1005,1100,1900,1550,3450,2305,6805,7525
250173583001,35455,470,1735,3585,4060,1350,7680,4150,7025,5400
250173584003,24540,715,785,2115,1740,2000,5550,1830,3675,6130
250173587001,28270,590,1280,1825,1560,775,3150,6210,5725,7155
250173587002,16695,480,440,1155,2880,800,2190,1135,4660,2955
250173587003,16905,155,600,1080,1400,1125,3420,1785,3510,3830
250173593004,41715,1415,1155,2200,5120,3025,6000,6530,7205,9060
250173601001,14655,1195,625,930,720,425,2965,2500,2355,2940
250173612001,29505,965,790,1095,1900,1875,3270,3685,6040,9885
250173612003,43815,595,1240,1420,760,2785,4170,3860,8260,20725
250173621002,35450,190,990,885,2845,770,5370,6410,6365,11630
250173631022,40160,755,1110,1830,4060,1275,4020,3165,5775,18170
250173631031,31455,455,1575,645,1940,1525,3960,6295,7420,7635
250173631032,19165,360,380,495,820,775,1260,2050,6210,6815
250173631041,47650,765,1010,1110,3110,1900,4440,10645,12425,12245
250173641011,37130,455,1520,1545,4240,2800,6420,5830,6460,7860
250173641013,29155,615,880,2160,1120,1750,3450,5010,5700,8470
250173641021,23640,345,1310,1395,3660,1975,3210,5600,-,6145
250173652011,35070,455,900,935,2080,1500,3480,5065,8680,11975
250173652021,20150,455,525,2830,1560,-,2190,2020,5930,4635
250173662011,51810,190,1150,810,1960,2175,4865,5005,11140,24510
250173672003,18095,500,1040,825,1320,2950,2850,2950,1675,3990
250173681012,42255,505,1550,3630,3140,2250,8880,7015,5945,9340
250173681021,32770,275,1460,3435,4460,3950,6180,4250,7500,1260
250173681022,24080,180,1105,2160,4100,2190,3990,1400,3725,5230
250173684002,23480,3125,3515,3610,1780,1070,2280,1535,2830,3730
250173687001,18960,650,910,2220,3200,1730,1680,2480,3770,2320
250173689011,20945,1215,2900,2050,900,665,2850,2010,3415,4935
250173689021,38175,880,1995,4260,3960,1425,7860,5715,6120,5960
250173690001,17915,195,960,840,1920,1215,2040,2120,5620,3005
250173691001,7915,100,400,510,1500,-,1110,960,1255,2080
250173691004,29160,410,990,2505,2420,1400,7260,5560,3155,5460
250173691005,19605,215,810,795,680,1155,3840,5425,3145,3540
250173701013,29255,140,600,1020,3900,1850,7530,2805,6750,4665
250173701024,34880,385,900,2300,2800,1200,7530,3945,7235,8590
250173702011,19590,450,280,390,1660,1175,5100,2215,5625,2695
250173702012,21690,225,1120,615,1000,2365,5580,2415,3965,4405
250173702021,17320,440,885,660,1800,600,1680,3215,3870,4170
250173702024,20285,990,590,885,1360,900,6120,1600,4600,3240
250173704002,26665,215,1000,2385,960,1850,4020,2555,8340,5340
250173732004,26035,600,2010,2070,3090,2500,4920,2895,3690,4260
250173733003,19310,285,735,2055,1290,2590,3330,1485,3655,3880
250173734001,29510,205,1080,1515,2380,3275,5610,5290,5075,5075
250173734002,21650,285,440,1050,3060,1550,2880,1545,6400,4440
250173735004,25075,480,950,2495,3380,2135,5010,4160,2505,3960
250173736001,18290,780,1905,1890,2300,1350,2400,1690,3995,1980
250173736002,14880,970,2450,1200,1920,1525,1890,1100,1350,2475
250173738001,40430,545,880,480,3070,750,10200,6700,10255,7550
250173740002,25300,1050,1300,1020,3060,1650,3780,3025,4265,6150
250173741001,30200,195,1320,2350,2355,1025,5100,7700,7040,3120
250173741003,18320,175,475,1170,1120,1200,1830,3275,3620,5460
250173742002,25320,210,735,960,1140,1550,3300,3670,6975,6780
250173742003,25175,335,880,445,980,1400,2100,3295,7100,8635
250173743003,12370,245,575,1680,1315,-,1470,3050,1035,3000
250173745002,16000,275,750,780,1220,1600,4830,2565,2475,1500
250173746001,28205,420,730,2790,640,1375,6180,4150,7055,4865
250173746003,22490,360,465,1530,1840,1200,4190,4620,4945,3340
250173747001,38330,1160,2375,1365,4130,2275,4560,6505,9685,6280
250173747002,21830,170,1050,3720,2880,1050,1350,2770,5840,3000
250173748001,16760,445,1405,1105,2320,1375,3090,2775,1745,2500
250173748002,16905,1095,1530,1710,2160,675,630,1415,3740,3950
250173748003,14140,365,1140,315,2400,1425,1980,2835,1480,2200
250173821001,22725,180,1150,1440,1920,2025,3390,3390,2080,7150
250173822001,21015,220,420,1095,480,1975,3030,3860,3510,6425
